group,date,mlo,mmd,mhi,rlo,rmd,rhi,sgtfv
North East and Yorkshire,2020-09-27,0.0113229392470761,0.0134601425140883,0.0153798577444687,0.00501512582902812,0.0157182752035346,0.0353062111094431,0.0106430680824009
North East and Yorkshire,2020-09-28,0.0113337378836546,0.0134729465755848,0.0153964813645754,0.00533865744035305,0.0158195733187848,0.0351043603608663,0.0116828389325451
North East and Yorkshire,2020-09-29,0.0113456658823351,0.0134879487482156,0.0154112882244401,0.00521110242090941,0.0157633129222383,0.0350198791101024,0.0128228741659287
North East and Yorkshire,2020-09-30,0.0113588827237882,0.0135053798103295,0.0154248891621064,0.005272927134525,0.0159315286667677,0.0352701967119059,0.0140725706302593
North East and Yorkshire,2020-10-01,0.0113733480349379,0.0135221883314441,0.0154398635278943,0.00530898466686772,0.0159233151924278,0.0358162532183317,0.0154421503360328
North East and Yorkshire,2020-10-02,0.0113933565515442,0.0135418568352691,0.0154568888194698,0.00514944838321003,0.0157948238628552,0.0357846043051286,0.0169427215626129
North East and Yorkshire,2020-10-03,0.0114172333455632,0.0135652494176247,0.0154775271520843,0.00526120478283137,0.0159330691218022,0.0349299503635596,0.018586342106214
North East and Yorkshire,2020-10-04,0.0114474901502359,0.013586832006661,0.0154999876667111,0.00540256155011506,0.0159757364730619,0.0350441073923426,0.0203860841810989
North East and Yorkshire,2020-10-05,0.011480646302038,0.0136131574074161,0.0155235025175763,0.00530286920945781,0.0157866770541699,0.0350818794263662,0.0223561003243137
North East and Yorkshire,2020-10-06,0.0115075848145493,0.0136423892166279,0.0155500635966857,0.00547112178402866,0.0158649188824851,0.0354666349179936,0.0245116894634188
North East and Yorkshire,2020-10-07,0.0115428340715659,0.0136746255260599,0.0155794539583778,0.0054866555217136,0.0157239300802478,0.0351683350788148,0.0268693620826376
North East and Yorkshire,2020-10-08,0.0115823579309361,0.0137088476549782,0.015612763227488,0.0056275900200578,0.0161765974016706,0.0354224712166894,0.0294469031625721
North East and Yorkshire,2020-10-09,0.0116256612697021,0.01374688161726,0.0156494231060657,0.00535830093089683,0.0161460363501462,0.0357776335933886,0.0322634312695394
North East and Yorkshire,2020-10-10,0.0116732815418063,0.0137877025834703,0.0156891370955092,0.00531210994721695,0.0159362729043457,0.0358360734493809,0.0353394518309387
North East and Yorkshire,2020-10-11,0.0117244504142022,0.0138340947219491,0.0157301061896791,0.00544897617989394,0.0161102874973622,0.03561445677107,0.0386969022524018
North East and Yorkshire,2020-10-12,0.0117818141046374,0.0138839657924908,0.0157785230058493,0.00538016042343118,0.0161507872190729,0.035182886803851,0.0423591861122258
North East and Yorkshire,2020-10-13,0.0118456970564176,0.0139405371671186,0.0158319576642951,0.00549173974463507,0.0162020552020976,0.0357541006503217,0.0463511932126953
North East and Yorkshire,2020-10-14,0.0119070289285556,0.0140046508648457,0.0158874269868857,0.00560425664424468,0.0163135933354503,0.0361085839717872,0.0506993017837267
